,violation_type,latitude,longitude
145678,Housing Complaints,42.30553000045574,-71.06312000080382
145679,Housing Complaints,42.318159999863994,-71.07190000080698
145680,Housing Complaints,42.25721000000368,-71.1439000012313
145681,Housing Complaints,42.26186999960953,-71.15485000154588
145682,Housing Complaints,42.30277748820715,-71.16512594555533
145685,Housing Complaints,42.33550240501057,-71.04834981859909
145687,Housing Complaints,42.3594200000229,-71.14067000122844
145688,Housing Complaints,42.31974000004309,-71.08873000123045
145689,Housing Complaints,42.35352000002898,-71.12789000125467
145690,Housing Complaints,42.353520000003854,-71.12789000123317
145691,Housing Complaints,42.28365000000214,-71.09316000124342
145692,Housing Complaints,42.36220752759765,-71.05984989128767
145693,Housing Complaints,42.37748000033829,-71.0619400012673
145694,Housing Complaints,42.341975958055656,-71.05749322632145
145695,Housing Complaints,42.38114999955108,-71.06741000154156
145696,Housing Complaints,42.350449999907816,-71.08669000089651
145697,Housing Complaints,42.37661316901168,-71.06560729761989
145698,Housing Complaints,42.320479997747775,-71.07997829128864
145699,Housing Complaints,42.33044999980695,-71.05350000162491
145700,Housing Complaints,42.336956731790295,-71.02529964358799
145702,Housing Complaints,42.291126000107546,-71.0527870010647
145703,Housing Complaints,42.356818000294425,-71.07131100158847
145704,Housing Complaints,42.34049671300835,-71.14877275182816
145705,Housing Complaints,42.33721699963807,-71.04713400139717
145706,Housing Complaints,42.32333078406743,-71.08742381900376
145708,Housing Complaints,42.28613000003281,-71.07039000133241
145710,Housing Complaints,42.312920000188704,-71.06188000124763
145711,Housing Complaints,42.345899999710404,-71.0724600014436
145716,Housing Complaints,42.379840000298145,-71.07046000099508
145717,Housing Complaints,42.288000000045685,-71.08880000128005
145719,Housing Complaints,42.365294938179154,-71.06488221135605
145721,Housing Complaints,42.30954000001788,-71.08776000117908
145722,Housing Complaints,42.30954000001788,-71.08776000117908
145723,Housing Complaints,42.30954000001788,-71.08776000117908
145839,Housing Complaints,42.349290000400636,-71.08613000120651
145840,Housing Complaints,42.270909999927504,-71.10061000137739
145842,Housing Complaints,42.33952287509372,-71.15035167228729
145844,Housing Complaints,42.31769999998071,-71.08190000123119
145845,Housing Complaints,42.342270999704624,-71.09627200102233
145849,Housing Complaints,42.29119000035354,-71.05259000106452
145854,Housing Complaints,42.31945100002613,-71.07934700143497
145857,Housing Complaints,42.34169999999536,-71.08078000117386
145860,Housing Complaints,42.302400000063564,-71.08347000085548
145861,Housing Complaints,42.30925000013541,-71.05112000166655
145944,Housing Complaints,42.314036999588005,-71.08341700106688
145947,Housing Complaints,42.31174000000239,-71.10938000128341
145949,Housing Complaints,42.290299999840975,-71.04809000133338
145952,Housing Complaints,42.36257999973756,-71.06646000091685
145954,Housing Complaints,42.34246999992913,-71.07142000116556
145955,Housing Complaints,42.341310610482026,-71.05632259071066
145957,Housing Complaints,42.26260000000404,-71.11065000123142
145958,Housing Complaints,42.276739999817465,-71.09625000091471
145960,Housing Complaints,42.30356999996039,-71.13012000104492
145961,Housing Complaints,42.343447000011714,-71.06870700128397
145962,Housing Complaints,42.343545000041374,-71.06894300123088
145964,Housing Complaints,42.26452999996255,-71.10798000118399
145966,Housing Complaints,42.29512999998042,-71.07956000128033
145968,Housing Complaints,42.354530000090605,-71.16707000098518
146074,Housing Complaints,42.280150000004475,-71.06951000123176
146076,Housing Complaints,42.29119000035354,-71.05259000106452
146082,Housing Complaints,42.322269999968185,-71.08471000119437
146085,Housing Complaints,42.37147000002752,-71.0361100012582
146088,Housing Complaints,42.343370000052595,-71.07233000090737
146093,Housing Complaints,42.27275999975724,-71.12045000125656
146094,Housing Complaints,42.312529999961356,-71.08933000125467
146095,Housing Complaints,42.28429000000394,-71.12068000123182
146097,Housing Complaints,42.32111999958026,-71.10764000167933
146100,Housing Complaints,42.27932999998453,-71.08883000118743
146103,Housing Complaints,42.29048000006016,-71.07235000093698
146104,Housing Complaints,42.28030000000597,-71.08653000126219
146106,Housing Complaints,42.28030000000597,-71.08653000126219
146107,Housing Complaints,42.336140000354,-71.07616000115875
146108,Housing Complaints,42.30233000000758,-71.07378000119199
146109,Housing Complaints,42.28365000000214,-71.09316000124342
146112,Housing Complaints,42.33895223640024,-71.06617629124939
146234,Housing Complaints,42.24768999979917,-71.13295000106291
146235,Housing Complaints,42.24768999979917,-71.13295000106291
146236,Housing Complaints,42.247689999975144,-71.13295000118009
146237,Housing Complaints,42.247689999975144,-71.13295000118009
146241,Housing Complaints,42.26856000043377,-71.12885000095973
146242,Housing Complaints,42.33653782892645,-71.02773944727184
146244,Housing Complaints,42.34035000025133,-71.08102000128218
146249,Housing Complaints,42.28842999999132,-71.08214000158969
146254,Housing Complaints,42.28965699998558,-71.06021500122263
146255,Housing Complaints,42.28004999999077,-71.07954000125206
146260,Housing Complaints,42.328369999987046,-71.05670000123379
146261,Housing Complaints,42.31528000000793,-71.08741000123514
146262,Housing Complaints,42.28930000001034,-71.07688000123579
146263,Housing Complaints,42.28842999999132,-71.08214000158969
146264,Housing Complaints,42.37960999958817,-71.03190000145426
146265,Housing Complaints,42.290389999995256,-71.06731000120679
146267,Housing Complaints,42.28206000000921,-71.06889000125446
146269,Housing Complaints,42.351430000141725,-71.12693000148812
146270,Housing Complaints,42.351430000141725,-71.12693000148812
146271,Housing Complaints,42.364238117075416,-71.05232708100273
146272,Housing Complaints,42.25723000000391,-71.1226900012313
146273,Housing Complaints,42.37936200001343,-71.03145200118553
146274,Housing Complaints,42.36801899999225,-71.0344830012053
146276,Housing Complaints,42.34198700012303,-71.08136700108483
146278,Housing Complaints,42.34688400012742,-71.09345300149096
146280,Housing Complaints,42.26506999964517,-71.11441000163174
146281,Housing Complaints,42.264979999960644,-71.11469000114397
146282,Housing Complaints,42.26493000041728,-71.11488000088148
146284,Housing Complaints,42.306850000103246,-71.08048000153484
146286,Housing Complaints,42.34721293433234,-71.09122252479735
146287,Housing Complaints,42.3443399997346,-71.07501000124144
146288,Housing Complaints,42.3443399997346,-71.07501000124144
146289,Housing Complaints,42.31653000000552,-71.10734000124455
146290,Housing Complaints,42.374915999942786,-71.06126300151944
146295,Housing Complaints,42.33286899982206,-71.10234700134409
146296,Housing Complaints,42.305279999661046,-71.1139500011697
146439,Housing Complaints,42.367729999662046,-71.03488000119971
146443,Housing Complaints,42.33186000008547,-71.03969000081119
146444,Housing Complaints,42.29060999976668,-71.15381000128389
146453,Housing Complaints,42.389192568305724,-70.99906067220849
146454,Housing Complaints,42.276389999964096,-71.08956000119564
146455,Housing Complaints,42.364390000417316,-71.03011000081905
146456,Housing Complaints,42.34328000035653,-71.07680000100736
146458,Housing Complaints,42.380050000086996,-71.03295000130402
146465,Housing Complaints,42.330639999592016,-71.04302000146284
146468,Housing Complaints,42.351960000286546,-71.08635000145544
146469,Housing Complaints,42.37960999958817,-71.03190000145426
146470,Housing Complaints,42.287879999816596,-71.14518000092066
146497,Housing Complaints,42.3516900004716,-71.12683000137136
146498,Housing Complaints,42.26912000004437,-71.09585000128823
146500,Housing Complaints,42.27028999998257,-71.09597000125298
146506,Housing Complaints,42.38349999999562,-71.01880000119375
146507,Housing Complaints,42.38065000000484,-71.03828000123372
146509,Housing Complaints,42.34035000000437,-71.08102000123291
146510,Housing Complaints,42.33136999991669,-71.03349000107545
146516,Housing Complaints,42.33575999997769,-71.05190000117915
146520,Housing Complaints,42.23699000000436,-71.12782000126636
146522,Housing Complaints,42.36641000000002,-71.05223000124681
146526,Housing Complaints,42.367990000022004,-71.03549000144625
146528,Housing Complaints,42.27632000024085,-71.08657000167752
146529,Housing Complaints,42.27196700007027,-71.1193780013392
146533,Housing Complaints,42.362580000002346,-71.06646000127022
146535,Housing Complaints,42.288000000045685,-71.08880000128005
146536,Housing Complaints,42.29130999997683,-71.11844000118367
146537,Housing Complaints,42.29130999997683,-71.11844000118367
146538,Housing Complaints,42.28930000001034,-71.07688000123579
146539,Housing Complaints,42.338680000020624,-71.04970000127247
146540,Housing Complaints,42.26259000000404,-71.11068000123143
146542,Housing Complaints,42.31277858956092,-71.05773140641794
146708,Housing Complaints,42.36570763486228,-71.056140253877
146709,Housing Complaints,42.29119000000278,-71.05259000118524
146710,Housing Complaints,42.36080999999668,-71.0662500012113
146713,Housing Complaints,42.299950000385756,-71.08163000142446
146714,Housing Complaints,42.321949999987176,-71.07116000119295
146715,Housing Complaints,42.269052655393146,-71.09592735945724
146716,Housing Complaints,42.26915022298728,-71.09564993049247
146717,Housing Complaints,42.29704000029373,-71.08399000146166
146718,Housing Complaints,42.36729999965903,-71.03539000140759
146719,Housing Complaints,42.357360000117744,-71.06764000137501
146720,Housing Complaints,42.348649999738605,-71.072800000963
146721,Housing Complaints,42.34519000030294,-71.0773500010935
146725,Housing Complaints,42.27275999975724,-71.12045000125656
146726,Housing Complaints,42.30059000026904,-71.08523000107408
146728,Housing Complaints,42.34123000032967,-71.05224000104296
146729,Housing Complaints,42.260098959890506,-71.12527165840592
146730,Housing Complaints,42.341975958055656,-71.05749322632145
146731,Housing Complaints,42.36342550625275,-71.05223851833196
146733,Housing Complaints,42.358332515094254,-71.07017010076972
146735,Housing Complaints,42.366900000004655,-71.05279000123345
146736,Housing Complaints,42.277440000000546,-71.0973400011882
146738,Housing Complaints,42.28687999960216,-71.16747000136543
146739,Housing Complaints,42.35215357751552,-71.12161964656431
146740,Housing Complaints,42.34960999991039,-71.06778000161869
146752,Housing Complaints,42.344080000003636,-71.14790000123301
146753,Housing Complaints,42.34516399999872,-71.14017500130765
146754,Housing Complaints,42.28880000001328,-71.114600001224
146756,Housing Complaints,42.32112000001773,-71.10764000120331
146757,Housing Complaints,42.3568400000046,-71.05915000123325
146758,Housing Complaints,42.346090000364114,-71.07173000112006
146759,Housing Complaints,42.312676000045705,-71.11039600126942
146760,Housing Complaints,42.34494000049258,-71.08991000095979
146764,Housing Complaints,42.29677999999207,-71.0911700011913
146765,Housing Complaints,42.28398999999185,-71.08369000127298
146766,Housing Complaints,42.3238800000046,-71.05919000123261
146767,Housing Complaints,42.336956731790295,-71.02529964358799
146768,Housing Complaints,42.31312999997762,-71.10411000083495
146769,Housing Complaints,42.36179000000383,-71.13011000123333
146770,Housing Complaints,42.28771000009153,-71.05422000157185
146771,Housing Complaints,42.38070199963162,-71.03217800080134
146772,Housing Complaints,42.33502999963468,-71.02846000116965
146775,Housing Complaints,42.31120000008485,-71.06056000152942
146776,Housing Complaints,42.359186873678816,-71.0663696217854
146946,Housing Complaints,42.29349999999596,-71.08258000122947
146947,Housing Complaints,42.341975958055656,-71.05749322632145
146948,Housing Complaints,42.33449099994244,-71.10222400114256
146949,Housing Complaints,42.37652100019296,-71.05865500096755
146950,Housing Complaints,42.35704800007628,-71.0700970013819
146951,Housing Complaints,42.333239999841076,-71.0371700016107
146952,Housing Complaints,42.357360000117744,-71.06764000137501
146953,Housing Complaints,42.36851242163088,-71.034818610359
146954,Housing Complaints,42.35163000037361,-71.13861000110697
146955,Housing Complaints,42.301410000278565,-71.07062000121722
146956,Housing Complaints,42.33161000018036,-71.097650001603
146957,Housing Complaints,42.30941000028896,-71.07500000160456
146958,Housing Complaints,42.351069999995325,-71.1290000012731
146963,Housing Complaints,42.34601699969981,-71.07389700120994
146965,Housing Complaints,42.36124400013632,-71.12831900161632
146970,Housing Complaints,42.33354000012419,-71.02992000105199
146973,Housing Complaints,42.28692423954042,-71.04914753019473
146979,Housing Complaints,42.35163000037361,-71.13861000110697
146981,Housing Complaints,42.2773399995833,-71.16462000130524
147037,Housing Complaints,42.34187999965502,-71.07600000093177
147039,Housing Complaints,42.344788999776185,-71.14917700084527
147040,Housing Complaints,42.35141999972249,-71.16224000135938
147042,Housing Complaints,42.29383899991447,-71.09159200131964
147044,Housing Complaints,42.33495000038154,-71.04875000114669
147045,Housing Complaints,42.35153000004765,-71.12687000123556
147047,Housing Complaints,42.28692423954042,-71.04914753019473
147048,Housing Complaints,42.28692423954042,-71.04914753019473
147049,Housing Complaints,42.32230999964408,-71.05657000105913
147050,Housing Complaints,42.33571999993706,-71.07507000122756
147051,Housing Complaints,42.295501735477146,-71.06014296663236
147053,Housing Complaints,42.320530000327636,-71.05437000122069
147054,Housing Complaints,42.309464998007435,-71.08882068000631
147055,Housing Complaints,42.295501735477146,-71.06014296663236
147056,Housing Complaints,42.3430186171797,-71.05640703349886
147058,Housing Complaints,42.33385964913136,-71.10047841382196
147059,Housing Complaints,42.333765988358415,-71.10129782730549
147061,Housing Complaints,42.34324000000446,-71.07254000123298
147074,Housing Complaints,42.299040000009406,-71.07522000120831
147075,Housing Complaints,42.371959999961526,-71.0367100012243
147076,Housing Complaints,42.32716000014091,-71.0786300007753
147080,Housing Complaints,42.333330000395854,-71.02938000131242
147081,Housing Complaints,42.31446000001483,-71.0839600012193
147082,Housing Complaints,42.29569000004221,-71.05548000118132
147083,Housing Complaints,42.31318999997033,-71.09345000118088
147085,Housing Complaints,42.28933000004153,-71.06261000122284
147087,Housing Complaints,42.28933000004153,-71.06261000122284
147091,Housing Complaints,42.34640000000372,-71.14042000123304
147092,Housing Complaints,42.34247000001873,-71.09099000117621
147093,Housing Complaints,42.26123561027158,-71.15586011490959
147095,Housing Complaints,42.279239999895,-71.08814000114056
147096,Housing Complaints,42.37961000002624,-71.03190000121414
147098,Housing Complaints,42.28613000003281,-71.07039000133241
147100,Housing Complaints,42.355060000239575,-71.12742000154674
147101,Housing Complaints,42.33944000000438,-71.07968000123292
147104,Housing Complaints,42.3473563087162,-71.09132413824062
147220,Housing Complaints,42.36766999964311,-71.03727000085048
147221,Housing Complaints,42.34140999958872,-71.05251000088613
147222,Housing Complaints,42.29165999955215,-71.05068000109
147223,Housing Complaints,42.377679999677454,-71.03305000145544
147224,Housing Complaints,42.33149000008145,-71.0443100016021
147225,Housing Complaints,42.332120000339216,-71.03559000156484
147227,Housing Complaints,42.351749999615905,-71.08363000107106
147228,Housing Complaints,42.332120000339216,-71.03559000156484
147229,Housing Complaints,42.33376100049389,-71.03786900137744
147230,Housing Complaints,42.33243999977013,-71.03560000114727
147233,Housing Complaints,42.301410000278565,-71.07062000121722
147235,Housing Complaints,42.374933978841895,-71.03209107108026
147236,Housing Complaints,42.374933978841895,-71.03209107108026
147237,Housing Complaints,42.364897999981494,-71.0319440012531
147238,Housing Complaints,42.35153000022364,-71.12687000135294
147239,Housing Complaints,42.384549999795695,-71.01367000112704
147240,Housing Complaints,42.341975958055656,-71.05749322632145
147243,Housing Complaints,42.34626000000444,-71.07288000123303
147249,Housing Complaints,42.33496490916405,-71.10160305425627
147250,Housing Complaints,42.37508000033189,-71.06114000124765
147252,Housing Complaints,42.312200000294744,-71.05602000085794
147254,Housing Complaints,42.37480396630377,-71.03451970920565
147255,Housing Complaints,42.31282999969466,-71.05414000145234
147256,Housing Complaints,42.332120000339216,-71.03559000156484
147258,Housing Complaints,42.35018999964901,-71.1525800011977
147259,Housing Complaints,42.33031399982825,-71.03300000091531
147260,Housing Complaints,42.34816191443434,-71.08088693458406
147261,Housing Complaints,42.37480999955695,-71.0613300010494
147262,Housing Complaints,42.333110000123504,-71.04918000120854
147264,Housing Complaints,42.38468999997069,-71.01191000091593
147265,Housing Complaints,42.304679999932226,-71.07228000123536
147267,Housing Complaints,42.36610999961172,-71.03607000122265
147268,Housing Complaints,42.36284815138086,-71.05242156366208
147269,Housing Complaints,42.34252000037881,-71.07148000121528
147270,Housing Complaints,42.34252000037881,-71.07148000121528
147271,Housing Complaints,42.33705869644295,-71.07283489866498
147272,Housing Complaints,42.34934917748046,-71.13200530048027
147273,Housing Complaints,42.346090000364114,-71.07173000112006
147274,Housing Complaints,42.33615999998441,-71.07508000121109
147275,Housing Complaints,42.300960000004075,-71.10856000123216
147276,Housing Complaints,42.35006000000472,-71.04849000123313
147278,Housing Complaints,42.30595999999323,-71.07778000125245
147280,Housing Complaints,42.284990000006,-71.10905000119415
147281,Housing Complaints,42.26598999977055,-71.10003000158098
147284,Housing Complaints,42.26598999977055,-71.10003000158098
147285,Housing Complaints,42.34356000000442,-71.07284000123299
147286,Housing Complaints,42.34305099971204,-71.09565300127585
147288,Housing Complaints,42.31670999998758,-71.10794000119895
147459,Housing Complaints,42.31134000024184,-71.11469000106663
147460,Housing Complaints,42.31850000000416,-71.1001500012325
147461,Housing Complaints,42.336880000363934,-71.03524000169892
147462,Housing Complaints,42.29331000009756,-71.05421000101501
147463,Housing Complaints,42.337080000004725,-71.04635000123287
147464,Housing Complaints,42.340459999925145,-71.08267000091034
147465,Housing Complaints,42.357433999929405,-71.0702980016743
147466,Housing Complaints,42.27843599973608,-71.14574800104573
147467,Housing Complaints,42.38319000007167,-70.99964000095528
147469,Housing Complaints,42.34232000020723,-71.10018000133358
147470,Housing Complaints,42.29275000035442,-71.05519000127704
147471,Housing Complaints,42.38070199963162,-71.03217800080134
147472,Housing Complaints,42.33434000020291,-71.03972000128896
147474,Housing Complaints,42.38114999955108,-71.06741000154156
147478,Housing Complaints,42.30108000000626,-71.07096000129036
147480,Housing Complaints,42.365294938179154,-71.06488221135605
147483,Housing Complaints,42.32289999985437,-71.05753000120373
147484,Housing Complaints,42.309400000004686,-71.0515700012323
147485,Housing Complaints,42.30942000000467,-71.0515600012323
147486,Housing Complaints,42.317560000082906,-71.05992000161922
147487,Housing Complaints,42.31721000016376,-71.05985000115474
147489,Housing Complaints,42.35186000019638,-71.12680000085615
147490,Housing Complaints,42.34534700035341,-71.1398220012193
147491,Housing Complaints,42.32888965801617,-71.09261560544002
147492,Housing Complaints,42.311730000220095,-71.06291000099928
147493,Housing Complaints,42.3383230600679,-71.15216691829816
147494,Housing Complaints,42.34160100027818,-71.08588300146961
147495,Housing Complaints,42.354020000012795,-71.05813000122457
147497,Housing Complaints,42.30606000001089,-71.08583000123082
147500,Housing Complaints,42.29843000004533,-71.07435000121059
147501,Housing Complaints,42.26988000017879,-71.1002900009932
147503,Housing Complaints,42.35135999965858,-71.08321000151616
147504,Housing Complaints,42.30976000000752,-71.06799000123402
147505,Housing Complaints,42.32818542248035,-71.09170547136635
147506,Housing Complaints,42.33720788723839,-71.04710853545416
147507,Housing Complaints,42.34140000000705,-71.07808000153352
147508,Housing Complaints,42.31312999997762,-71.10411000083495
147509,Housing Complaints,42.36432609846498,-71.05370561647997
147510,Housing Complaints,42.37828999990711,-71.06762000140246
147511,Housing Complaints,42.3263899997197,-71.08272000137531
147512,Housing Complaints,42.36437000039711,-71.0516300007954
147513,Housing Complaints,42.323571817601064,-71.05702387963831
147515,Housing Complaints,42.275850000004475,-71.06842000123167
147516,Housing Complaints,42.35112230352365,-71.06095541138221
147518,Housing Complaints,42.341975958055656,-71.05749322632145
147519,Housing Complaints,42.34199999982486,-71.09727000113033
147520,Housing Complaints,42.25182999996362,-71.13136000128969
147521,Housing Complaints,42.25182999996362,-71.13136000128969
147523,Housing Complaints,42.25182999996362,-71.13136000128969
147524,Housing Complaints,42.30962999965652,-71.10300000091327
147525,Housing Complaints,42.35496799996633,-71.15868000121417
147526,Housing Complaints,42.28610000001503,-71.13608000128377
147528,Housing Complaints,42.30400000002391,-71.0672100012127
147533,Housing Complaints,42.351430000141725,-71.12693000148812
147693,Housing Complaints,42.31741000004593,-71.09851000123145
147694,Housing Complaints,42.35496799996633,-71.15868000121417
147695,Housing Complaints,42.34117999976099,-71.09127000153913
147697,Housing Complaints,42.34118000002317,-71.09127000118238
147698,Housing Complaints,42.32044000000477,-71.04440000123253
147701,Housing Complaints,42.35307000021233,-71.07707000078244
147705,Housing Complaints,42.33394699391511,-71.07503497466844
147706,Housing Complaints,42.276270000000295,-71.09393000121545
147707,Housing Complaints,42.29620000004484,-71.08377000122617
147710,Housing Complaints,42.279329999546775,-71.088830001545
147712,Housing Complaints,42.34198999998689,-71.1469000012414
147713,Housing Complaints,42.350690000201894,-71.08597000100946
147715,Housing Complaints,42.29975240241884,-71.06557804956684
147718,Housing Complaints,42.32923999980904,-71.08971000164162
147719,Housing Complaints,42.35358999987406,-71.14126000098047
147720,Housing Complaints,42.35358999987406,-71.14126000098047
147721,Housing Complaints,42.260199999962886,-71.12077000170862
147722,Housing Complaints,42.260779999769774,-71.12191000118871
147723,Housing Complaints,42.36207003639525,-71.05973852005016
147725,Housing Complaints,42.379419999845865,-71.0664800010135
147728,Housing Complaints,42.28434000032418,-71.09386000139216
147732,Housing Complaints,42.28256000010288,-71.16214000120415
147734,Housing Complaints,42.31719999971156,-71.07983000125273
147736,Housing Complaints,42.33449099994244,-71.10222400114256
147737,Housing Complaints,42.344714000024744,-71.14073200120903
147892,Housing Complaints,42.33643000025084,-71.02701000091567
147893,Housing Complaints,42.335129999726185,-71.05472000113524
147894,Housing Complaints,42.383540000031275,-70.99944000166889
147895,Housing Complaints,42.31450000022772,-71.08196000136499
147896,Housing Complaints,42.385409668144824,-71.0098045594259
147897,Housing Complaints,42.36533855645219,-71.0598524448427
147898,Housing Complaints,42.31719999971156,-71.07983000125273
147900,Housing Complaints,42.379889999904044,-71.06345000161514
147901,Housing Complaints,42.341975958055656,-71.05749322632145
147902,Housing Complaints,42.331360000370566,-71.10717000155859
147903,Housing Complaints,42.332714699958274,-71.08387920835287
147904,Housing Complaints,42.344120000438544,-71.06754000127009
147905,Housing Complaints,42.36342550625275,-71.05223851833196
147906,Housing Complaints,42.303670000009326,-71.07054000118028
147909,Housing Complaints,42.363304790670064,-71.05234448238872
147914,Housing Complaints,42.291238999998185,-71.08952300119623
147916,Housing Complaints,42.28133999963709,-71.07739000116713
147917,Housing Complaints,42.321220000004466,-71.07144000123256
147918,Housing Complaints,42.34295000042923,-71.07995000137632
147921,Housing Complaints,42.275679152969204,-71.13752353789118
147922,Housing Complaints,42.275679152969204,-71.13752353789118
147924,Housing Complaints,42.31680000004689,-71.05319000119107
147926,Housing Complaints,42.269349999984605,-71.17280000154994
147928,Housing Complaints,42.28736000001819,-71.08813000128593
147929,Housing Complaints,42.30606000001089,-71.08583000123082
147930,Housing Complaints,42.3203199999848,-71.07632000123341
147931,Housing Complaints,42.3443900002781,-71.08174000113532
147932,Housing Complaints,42.331578283432314,-71.09759881508397
147935,Housing Complaints,42.27706000003381,-71.09536000123595
147937,Housing Complaints,42.3069399997334,-71.11115000160078
147938,Housing Complaints,42.28348999981914,-71.0705300015047
147940,Housing Complaints,42.31533909767256,-71.07623563875434
147941,Housing Complaints,42.36280999999358,-71.0541300012915
147942,Housing Complaints,42.353520000003854,-71.12789000123317
147943,Housing Complaints,42.30659000002135,-71.07672000127606
147944,Housing Complaints,42.332840000260745,-71.04334000097381
147945,Housing Complaints,42.29627999999008,-71.0878500012009
147946,Housing Complaints,42.27331999998033,-71.10786000120457
147948,Housing Complaints,42.28893000000507,-71.05864000125648
147949,Housing Complaints,42.28348999999388,-71.07053000126699
147950,Housing Complaints,42.310131000273365,-71.11003200130419
147951,Housing Complaints,42.31193999999192,-71.11316000127464
147952,Housing Complaints,42.36801899999225,-71.0344830012053
147953,Housing Complaints,42.36801899999225,-71.0344830012053
147956,Housing Complaints,42.35364000039842,-71.08012000111694
147958,Housing Complaints,42.313770000045956,-71.10116000124695
147959,Housing Complaints,42.33340999960154,-71.05161000078283
147960,Housing Complaints,42.318427609596206,-71.04099495434257
147961,Housing Complaints,42.33497000041119,-71.03976000136619
147962,Housing Complaints,42.311534473985546,-71.05633385419341
147963,Housing Complaints,42.36544999983812,-71.03147000146178
147964,Housing Complaints,42.330890000319684,-71.03188000141832
147965,Housing Complaints,42.37480999957815,-71.0370500014908
147966,Housing Complaints,42.35135999965858,-71.08321000151616
147967,Housing Complaints,42.30315356017152,-71.05970652203307
147968,Housing Complaints,42.36741999974836,-71.03736000135902
147969,Housing Complaints,42.26975000000421,-71.09514000123154
147970,Housing Complaints,42.371749999743905,-71.0369600008853
147971,Housing Complaints,42.3528700000042,-71.07286000107162
147973,Housing Complaints,42.34345000012107,-71.08977000081022
147975,Housing Complaints,42.31742000003045,-71.0594600012803
147976,Housing Complaints,42.28597999996571,-71.12136000118808
147977,Housing Complaints,42.33265194781321,-71.08393675010181
147978,Housing Complaints,42.332714699958274,-71.08387920835287
147981,Housing Complaints,42.27979999961509,-71.08704000089578
148153,Housing Complaints,42.277110000041816,-71.09694000129028
148155,Housing Complaints,42.304600000004015,-71.11445000123223
148156,Housing Complaints,42.28863000024067,-71.11579000142794
148157,Housing Complaints,42.325917999962726,-71.0779890012651
148158,Housing Complaints,42.23699000000436,-71.12782000126636
148159,Housing Complaints,42.29003999996674,-71.12529000127283
148160,Housing Complaints,42.35018600035461,-71.09304400147515
148163,Housing Complaints,42.28186999971759,-71.13581000158237
148167,Housing Complaints,42.360040000004524,-71.0688100012333
148168,Housing Complaints,42.36004165227005,-71.06889749293873
148169,Housing Complaints,42.30052000000345,-71.16721000123216
148170,Housing Complaints,42.32560000016642,-71.07253000106891
148219,Housing Complaints,42.365410000004594,-71.05867000123342
148221,Housing Complaints,42.34538999999445,-71.08846000118167
148226,Housing Complaints,42.344714000024744,-71.14073200120903
148230,Housing Complaints,42.333765988358415,-71.10129782730549
148231,Housing Complaints,42.35875999996047,-71.13338000123152
148233,Housing Complaints,42.31174000000239,-71.10938000128341
148234,Housing Complaints,42.317870000004376,-71.07768000123248
148236,Housing Complaints,42.30356999996039,-71.13012000104492
148237,Housing Complaints,42.31691729749125,-71.07827959138746
148238,Housing Complaints,42.31691729749125,-71.07827959138746
148239,Housing Complaints,42.31691729749125,-71.07827959138746
148240,Housing Complaints,42.31691729749125,-71.07827959138746
148241,Housing Complaints,42.31691729749125,-71.07827959138746
148242,Housing Complaints,42.31911000001644,-71.06798000123982
148243,Housing Complaints,42.352979999627216,-71.07736000155361
148245,Housing Complaints,42.33862866548729,-71.1474744799738
148246,Housing Complaints,42.263319999920505,-71.11715000122499
148268,Housing Complaints,42.30131000010428,-71.0813200015557
148269,Housing Complaints,42.28348999981914,-71.0705300015047
148270,Housing Complaints,42.28779999971793,-71.07283000145878
148272,Housing Complaints,42.294869999975965,-71.05686000118521
148274,Housing Complaints,42.31998999996789,-71.05433000128478
148276,Housing Complaints,42.27786999999518,-71.12299000122238
148277,Housing Complaints,42.30484411722249,-71.07486216375031
148278,Housing Complaints,42.333850000003025,-71.0336180011778
148279,Housing Complaints,42.34979999967574,-71.13299000104531
148281,Housing Complaints,42.315040000024055,-71.09338000124444
148282,Housing Complaints,42.315040000024055,-71.09338000124444
148283,Housing Complaints,42.314369999649,-71.09235000095876
148284,Housing Complaints,42.31429999997262,-71.0900600012427
148285,Housing Complaints,42.32108000000414,-71.10204000123255
148287,Housing Complaints,42.35455000008072,-71.14932000114963
148288,Housing Complaints,42.30902000000426,-71.08889000123231
148289,Housing Complaints,42.33259999995456,-71.10577000084247
148290,Housing Complaints,42.341680000021405,-71.10061000117797
148292,Housing Complaints,42.313820000379906,-71.0767900013724
148293,Housing Complaints,42.38079000003022,-71.06240000089227
148295,Housing Complaints,42.34079999996335,-71.15132000119094
148296,Housing Complaints,42.332120000339216,-71.03559000156484
148298,Housing Complaints,42.294420000005005,-71.11861000098082
148299,Housing Complaints,42.33093000004685,-71.0813500012044
148300,Housing Complaints,42.33093000004685,-71.0813500012044
148301,Housing Complaints,42.29359999996858,-71.14135000152598
148303,Housing Complaints,42.32307699990567,-71.07683700087473
148304,Housing Complaints,42.28229999980214,-71.07473000085531
148305,Housing Complaints,42.31290000000423,-71.0921600012324
148307,Housing Complaints,42.3099599995395,-71.07634000138437
148308,Housing Complaints,42.30568999971368,-71.06402000092898
148373,Housing Complaints,42.321250000202205,-71.09220200143685
148374,Housing Complaints,42.38468999997219,-71.01191000127123
148378,Housing Complaints,42.36280999999358,-71.0541300012915
148379,Housing Complaints,42.31239000001521,-71.08209000118093
148382,Housing Complaints,42.38065000000484,-71.03828000123372
