,Location,Hot Water,Potable Water,Heating Facilities Required,Temperature Requirements,Asbestos Material,Use of Lead Paint Prohibited,Safe Condition,Smoke Detectors and Carbon Monoxide Alarms,Total
430,471 beech st. #1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
431,385 concord ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
432,19 south main st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
446,33 clifford st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
457,104 arlington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
456,162 franklin st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
455,33 winthrop st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
454,po box 830                        ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
453,731 cummins hwy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
452,44 colberg ave #1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
451,48 hillside st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
450,3 sedalia rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
449,43 riverside ave.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
448,200 riverside blvd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
447,3 hamilton lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
445,503 jumping frong ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
433,11 pinnacle drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
444,3 dewolf st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
443,1253 worcester rd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
442,2010 columbus ave.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
441,5911 royal way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
440,120 brookway rd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
439,46 brook ave apt 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
438,105 brookway rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
437,6 cushing ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
436,350 highland ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
435,2 hummingbird lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
434,21 amanda street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
404,1 nassau street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
402,1404a beacon st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
459,32 grove street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
400,1 washington st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
371,370 chestnut hill av,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
370,64a cheney st,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
369,19 concord ave,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
368,21 eaton,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
367,c/o gail spring trustee,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
366,23 elmore street,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
365,94 winston rd.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
364,48 hosmer st #2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
363,88 hollingsworth rd,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
362,47 raldne rd,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
361,20 burmah st.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
360,102 cottage st #1  wd1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
359,1743 dorchester ave,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
358,258 marion st,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
357,116 adams street,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
356,47 lyon street  #1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
355,c/o 3476 stateview blvd,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
354,859 willard st,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
353,9 readville st #9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
352,162 wachusett st,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
351,9 ashland street,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
350,p o box 1124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
349,77 scudders lane,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
348,33 blake st,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
347,26 monument sq                    ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
372,669 washinmgton st,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
373,324 saratoga st,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
374,22 branchfield st #a3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
388,55 bunker hill st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
399,apt #3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
398,77 pond ave #401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
397,65 chelsea st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
396,14 crowell st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
395,218 cummins highway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
394,330 adams st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
393,10 kemp st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
392,38 lawrence ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
391,9 winston rd #2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
390,82 wendell ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
389,9 cleveland st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
387,74 clarendon st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
375,36 elm hill ave. #1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
386,116 hutchings st #1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
385,82 ridge street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
384,84 p st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
383,400a georgetowne dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
382,50 cross st. #2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
381,11 flintlock road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
380,36 chickering rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
379,120 dedham blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
378,434 mass av,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
377,po box 396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
376,1518 tremont st,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
458,22-a crawford street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
460,11 tetlow st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
572,15 woodbrier rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
517,43 45 millet st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
543,270 roxbury street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
542,48 brighton ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
541,2129 washington street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
540,159 a  old colony ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
539,25 annavoy st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
538,103 clayton st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
537,508 blue hill ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
536,30 rexhame st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
535,3 baldwin green common,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
534,831 beacon st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
533,74 clarendon st suite a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
532,40 everett street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
531,120 i street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
530,370 chestnut hill ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
529,388 east eighth st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
528,36 newburg st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
527,9 malta street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
526,32 arlington street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
525,78 main st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
524,2077 centre st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
523,12 wright rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
522,12 drummond  st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
521,449 elliot st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
520,35 old morton st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
519,attn trustee apt 6 d-e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
544,14 wyoming st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
545,11 mayflower dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
546,15 mclellan st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
560,61 adams st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
571,apt#1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
570,44 westville street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
569,12 holborn st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
568,"136 middlesex rd, #1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
567,762 ninth street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
566,380 blue hills parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
565,1691 commonwealth ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
564,3302 washington street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
563,60 waterman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
562,23 homestead st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
561,85 brooks st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
559,1876 beacon st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
547,2 keith way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
558,7 esmond st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
557,6 deering rd #2 wd 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
556,2991 washington street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
555,150 alvin ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
554,41 gledhill ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
553,845 river st #1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
552,29a cummings st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
551,"551 washington street, suite 4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
550,70 tennis rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
549,338a warren st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
548,555 columbus ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
518,123 norwell st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
516,po box 120247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
461,33 fay street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
515,43 patten st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
486,9 pompeii st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
485,p.o. box 109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
484,132 seaver st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
483,82 dunboy st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
482,402 ashmont st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
481,3606 south ocean blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
480,375 harvard ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
479,9 knapp st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
478,apt 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
477,183 howard av #1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
476,18 rosedale st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
475,7 gayland st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
474,13 warwick rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
473,22a crawford st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
472,9 roseglen rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
471,152 stanwood st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
470,36 elm hill ave.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
469,217 river st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
468,39 nazing st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
467,57 presentation rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
466,119 121 homestead st #121-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
465,26 monadnock st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
464,87 lafayette stret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
463,48 spencer st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
462,24 mallard ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
487,33 lindsey st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
488,72 day street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
489,35 hopewell rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
503,1800 soldiers field rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
514,891 centre street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
513,1309 washington street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
512,50 saint margaret st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
511,105 woodlawn dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
510,90 burr drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
509,c/o real estate serv              ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
508,one washington st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
507,26o ruggles st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
506,9 ashland st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
505,79 poplar st #3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
504,9 maple tree av apt d3            ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
502,1518 tremont st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
490,po box 190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
501,65 monadnock st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
500,18 hazelwood st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
499,103 hallet street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
498,1963 commonwealth av suite #1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
497,706 huntington av,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
496,120 welles ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
495,11 jean rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
494,68 stonybrook rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
493,82 dumboy st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
492,30 summer path way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
491,4008 washington st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
801,32 cunard st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
