,Location,Hot Water,Potable Water,Heating Facilities Required,Temperature Requirements,Asbestos Material,Use of Lead Paint Prohibited,Safe Condition,Smoke Detectors and Carbon Monoxide Alarms,Total
251,10 boylston st                    ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
264,18 gardner st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
164,824 charles st,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
163,138 washington street,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0
247,c/o accounting sect. 20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
165,60 border street,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
166,38 fenton street,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0
241,po box 830,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0
240,51 osceola,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
198,40 rosedale st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
199,c/o jm realty mgmnt               ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
239,279 bowdoin,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
238,57 broadlawn pk,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
204,165 washington st,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0
205,186 grant st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
206,26 hamilton street,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
235,60 jeffrey st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
209,109 peterborough st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
232,86 lafayette st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
231,766 foundry st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
215,53 marshfield st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
216,350 highland drive,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
228,neponset investments,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
219,376 north st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
221,9 cashman pl,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
227,867 boylston st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
223,896 beacon st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
224,201 sumner street,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
195,21 sargent st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
194,96 warren st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
193,50 redfield st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
181,po box 190724,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
170,10 brookvale st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
171,179 boylston st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
226,1099 river st #3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
173,42 round hill st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
175,31 cheever st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
176,40 hathaway rd,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
177,37 larchmont st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
178,nan,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0
179,36 elm hill ave,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
182,260m ruggles st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
192,154 falcon st #3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
183,13750 west colonial drive,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
184,100 grandview rd,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
244,pemier prop solutions llc,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0
186,3 arcadia st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
187,434 mass ave.,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
243,27 strafford lane,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
242,c/o a-z properties,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
190,456 beacon st #4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
191,255 south st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
117,155 blue hill ave,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
268,35 asticou rd,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
269,po box 1254,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
306,48 brighton ave #2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
89,19 powellton rd,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
288,28 kerwin st #1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0
289,7 sumner park,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
290,1350 columbia rd,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
291,100 hallet street,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
292,12 paxton st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
294,153 pleasant st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
302,2 swains pond ave,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
303,c/o thomas broderick,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0
67,75 station landing,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
304,210 radial,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
305,109 e peterborough st,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
63,159a old colony ave,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0
283,16 almont st                      ,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
307,410 great pond road,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
46,280 martin luther king blvd,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
42,10 cochato park,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
29,6 waumbeck st,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
26,26 mallon rd,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
14,10 colson way,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
13,9 hansborough st #3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0
12,832 dorchester av,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
11,35 edgewood street apt 3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6,58 mozart st.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
5,434 massachusetts ave,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
4,120 brookway rd,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
284,425 gallivan blvd,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
225,599 morton st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
274,136 devon st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
278,25 ashfield st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
100,20 ashmont st,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
105,74 weld hill st,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
103,35 hollander st,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
273,c/o property manager,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
277,c/o ilidio cardoso,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
276,237 dedham st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
270,79 willow ct,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
280,24 old oaken bucket road,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
281,185 devonishire st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
282,57 gibson st,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
275,159 chickering rd,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
334,11 woodcliff st,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
336,po box 443,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
335,# s-105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
237,40 iffley rd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
337,8 brookway rd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
248,354 turnpike st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
333,209 norfolk st                    ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
332,226 billings st,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
331,23 portsmouth st,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
339,74 clarendon st   suite a,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
330,59 linden st,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
329,195 ashmont street,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
328,523 cambridge st,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
338,60 everton,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
233,103 blake st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
340,22 nightingale st,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
345,295 so walpole street,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
266,14 banton st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
265,"11 hawthorne ave, #1",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
272,30 wenonah st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
262,16 fowler st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
229,800 nicollet mall,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
346,3 frazer st,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
230,1233 bennington street,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
236,119 south st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
344,211 harvard ave,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
343,30 regina rd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
326,55 columbus ave,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
234,905 locust,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
342,19 pond,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
341,1955 commonwealth ave,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
327,4 brinsley st,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
322,19 lyon street  #1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
325,99 florence st,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
309,1 gateway center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
258,81 orton marotta way,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
257,151 townsend st #2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
256,c/o accounting sect 20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
255,69 robeson st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
254,48 violet st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
253,621 columbus ave,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
299,heath,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
298,28 logan way,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
297,8 marcy road,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
296,54 wheatland av,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
295,1855 washington st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
293,c/o mayo one llc                  ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
279,151 hallet st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
286,24 linden st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
249,3 mock lane,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
308,520 shawmut av #1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
267,44 perkins st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
260,237 copeland st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
311,370 chestnut hill avenue,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
324,12 astoria street,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
323,195 west newton st,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285,23 indian rock rd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
321,501 i south reino rd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
320,6 leo birmingham parkway,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
245,150 glenway st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
319,50 redfield street unit 105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
318,400 blue hill dr,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
317,48 stonehurst st #1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
316,45 bartlett crescent - 2nd floor,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
315,12 astoria st #1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
246,7 fitch terr,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
314,460 hillside ave,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
313,4368 washington st #2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
312,41 pleasant st,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
310,15 hansborough,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
287,apt #2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
222,7 albert st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
51,91 pearl st unit 3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
53,102 hemlock,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
54,c/o kevin o'neil,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
55,19 kettering road,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
56,45 province st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
57,91 lorna road,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
58,7 chaney st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,18 conway street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
60,260 huntington ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
61,159 old colony ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,115 standard street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64,5 prospect st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
65,139 king st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
66,35 warner st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,14 barberry hill rd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
69,8 turning mill rd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,39 cummings ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
71,45 walnut ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73,17 lawndale  av,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
74,apt 1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76,35 alaska street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,660 centre st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
78,80 pleasant cir,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,60 leo m birmingham pkwy c/o samia co,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81,7 chamblet st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
82,253 hyde park ave,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
83,2010 columbus av,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,754 blue hill ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,40 everett,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,10 magnolia way,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
87,1149 commonwealth ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
48,3302 wsshington street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,26 chiswick rd #15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,2 south park dr,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16,40 bonney ln,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17,17 rector rd.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
18,c/o jm rlty mgmnt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,79 dale st. #3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21,61 worcester st #2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,93 howard ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
23,29 seymour st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,47 mellen st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
27,monument,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,430 maple ave. west # 137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30,80 washington st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,162 centre st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,8 orchard crossing,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
34,99  wayland  st  #2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,311 summer street suite 200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
36,650 metropolitan av # 2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
37,5 belnel rd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38,17 woodhaven st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
39,319 washington street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
40,60 beacon st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
41,16 woodbine street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
43,27 abbot st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,10 kemp street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
45,70 tennis rd #1b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
47,94 geneva ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,216 central ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
19,115 standard st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
213,566 columbus ave,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
188,13 merlin street,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
128,193 norwell st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
129,891 centre st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
130,21 barnes av,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
131,430 maple ave-west,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
135,911 river st,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136,9 helen st,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
139,11 hart circle,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,33 harvard street,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141,32 mt vernon street,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
172,c/o street & company,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
